Name,Date,Température,hémudité
Mila,2021/7/12,24.98,64.69
Mila,2021/7/13,22.68,75.25
Mila,2021/7/14,20.32,69.62
Mila,2021/7/15,20.53,73.81
Mila,2021/7/16,21.25,75.5
Mila,2021/7/17,23.68,68.56
Mila,2021/7/18,26.35,59.75
Mila,2021/7/19,26.69,63.62
Mila,2021/7/20,26.52,60.94
Mila,2021/7/21,25.83,64.38
Mila,2021/7/22,25.45,67.56
Mila,2021/7/23,25.44,64.06
Mila,2021/7/24,25.75,66.44
Mila,2021/7/25,24.42,72.5
Mila,2021/7/26,24.08,74.81
Mila,2021/7/27,23.52,80.38
Mila,2021/7/28,23.1,80.94
Mila,2021/7/29,25.19,67.06
Mila,2021/7/30,24.41,73.31
Mila,2021/7/31,24.87,71.69

Mila,2021/7/1,25.35,64.5
Aïn Defla,2021/7/2,26.49,57.38
Aïn Defla,2021/7/3,28.07,45.75
Aïn Defla,2021/7/4,28.12,39.44
Aïn Defla,2021/7/5,28.76,36.94
Aïn Defla,2021/7/6,29.13,39.06
Aïn Defla,2021/7/7,27.35,50.88
Aïn Defla,2021/7/8,24.85,75.44
Aïn Defla,2021/7/9,25.15,71.44
Aïn Defla,2021/7/10,27.74,59.62
Aïn Defla,2021/7/11,31.3,41.31
Aïn Defla,2021/7/12,30.17,39.5
Aïn Defla,2021/7/13,24.92,65.06
Aïn Defla,2021/7/14,23.9,60.56
Aïn Defla,2021/7/15,23.56,70.5
Aïn Defla,2021/7/16,24.34,61.12
Aïn Defla,2021/7/17,26.99,43.38
Aïn Defla,2021/7/18,26.98,49.62
Aïn Defla,2021/7/19,26.65,51.75
Aïn Defla,2021/7/20,27.05,49.88
Aïn Defla,2021/7/21,28.98,42.31
Aïn Defla,2021/7/22,29.06,42.56
Aïn Defla,2021/7/23,30.86,36.38
Aïn Defla,2021/7/24,33.24,31.06
Aïn Defla,2021/7/25,30.19,37.0
Aïn Defla,2021/7/26,26.77,53.38
Aïn Defla,2021/7/27,26.02,69.62
Aïn Defla,2021/7/28,26.82,68.81
Aïn Defla,2021/7/29,28.01,62.44
Aïn Defla,2021/7/30,31.34,45.44
Aïn Defla,2021/7/31,30.91,34.19
Naâma,2021/7/1,30.48,23.88
Naâma,2021/7/2,30.75,27.0
Naâma,2021/7/3,31.71,20.81
Naâma,2021/7/4,32.1,17.75
Naâma,2021/7/5,32.53,14.0
Naâma,2021/7/6,31.75,20.62
Naâma,2021/7/7,29.66,26.19
Naâma,2021/7/8,28.66,27.31
Naâma,2021/7/9,31.19,16.38
Naâma,2021/7/10,31.71,13.88
Naâma,2021/7/11,32.19,13.0
Naâma,2021/7/12,31.76,22.12
Naâma,2021/7/13,27.73,24.06
Naâma,2021/7/14,27.67,30.0
Naâma,2021/7/16,31.15,26.19
Naâma,2021/7/17,31.41,23.38
Naâma,2021/7/18,28.33,33.31
Naâma,2021/7/19,26.4,30.06
Naâma,2021/7/20,27.85,32.19
Naâma,2021/7/21,30.09,21.81
Naâma,2021/7/22,31.54,20.25
Naâma,2021/7/23,32.32,19.19
Naâma,2021/7/24,32.54,17.38
Naâma,2021/7/25,31.1,27.06
Naâma,2021/7/26,28.19,30.56
Naâma,2021/7/27,29.25,28.81
Naâma,2021/7/28,31.62,14.94
Naâma,2021/7/29,31.89,18.75
Naâma,2021/7/30,31.8,23.0
Naâma,2021/7/31,30.67,26.25

Témouchent,2021/7/1,23.43,77.0
Témouchent,2021/7/2,25.03,65.12
Témouchent,2021/7/3,26.08,56.12
Témouchent,2021/7/4,26.08,52.19
Témouchent,2021/7/5,26.65,51.06
Témouchent,2021/7/6,26.14,54.62
Témouchent,2021/7/7,24.77,60.94
Témouchent,2021/7/8,24.75,61.38
Témouchent,2021/7/9,24.63,78.75
Témouchent,2021/7/10,26.53,64.12
Témouchent,2021/7/11,29.03,48.06
Témouchent,2021/7/12,26.98,52.81
Témouchent,2021/7/13,24.19,63.25
Témouchent,2021/7/14,24.55,66.38
Témouchent,2021/7/15,24.15,70.69
Témouchent,2021/7/16,23.83,76.0
Témouchent,2021/7/17,24.78,70.56
Témouchent,2021/7/18,24.89,69.88
Témouchent,2021/7/19,24.8,67.19
Témouchent,2021/7/20,24.65,71.44
Témouchent,2021/7/21,26.12,67.44
Témouchent,2021/7/22,25.98,75.62
Témouchent,2021/7/23,29.02,59.75
Témouchent,2021/7/24,27.58,59.56
Témouchent,2021/7/25,26.62,51.56
Témouchent,2021/7/26,24.7,69.19
Témouchent,2021/7/27,25.06,73.5
Témouchent,2021/7/28,25.26,79.69
Témouchent,2021/7/29,25.9,78.62
Témouchent,2021/7/30,28.66,59.81
Témouchent,2021/7/31,25.94,57.38

Ghardaïa,2021/7/1,36.86,8.19
Ghardaïa,2021/7/2,36.74,7.5
Ghardaïa,2021/7/3,37.05,7.94
Ghardaïa,2021/7/4,38.31,8.12
Ghardaïa,2021/7/5,37.82,7.56
Ghardaïa,2021/7/6,38.41,5.88
Ghardaïa,2021/7/7,37.18,10.38
Ghardaïa,2021/7/8,36.61,10.62
Ghardaïa,2021/7/9,35.69,12.88
Ghardaïa,2021/7/10,36.47,12.69
Ghardaïa,2021/7/11,38.26,12.0
Ghardaïa,2021/7/12,37.28,15.44
Ghardaïa,2021/7/13,36.9,15.19
Ghardaïa,2021/7/14,32.74,29.56
Ghardaïa,2021/7/15,34.23,24.31
Ghardaïa,2021/7/16,36.04,12.25
Ghardaïa,2021/7/17,33.67,21.25
Ghardaïa,2021/7/18,34.67,19.75
Ghardaïa,2021/7/19,33.08,21.62
Ghardaïa,2021/7/20,32.78,20.0
Ghardaïa,2021/7/21,32.97,20.19
Ghardaïa,2021/7/22,34.1,19.81
Ghardaïa,2021/7/23,34.88,18.06
Ghardaïa,2021/7/24,34.57,19.44
Ghardaïa,2021/7/25,34.61,14.06
Ghardaïa,2021/7/26,33.92,10.56
Ghardaïa,2021/7/27,32.81,12.94
Ghardaïa,2021/7/28,33.55,14.94
Ghardaïa,2021/7/29,34.15,14.94
Ghardaïa,2021/7/30,35.17,12.19
Ghardaïa,2021/7/31,35.28,10.94

Relizane,2021/7/1,26.9,55.56
Relizane,2021/7/2,28.73,42.69
Relizane,2021/7/3,30.74,32.25
Relizane,2021/7/4,30.15,26.94
Relizane,2021/7/5,31.17,26.38
Relizane,2021/7/6,30.53,28.31
Relizane,2021/7/7,27.9,38.5
Relizane,2021/7/8,28.08,42.19
Relizane,2021/7/9,30.33,47.44
Relizane,2021/7/10,31.72,36.12
Relizane,2021/7/11,35.78,23.19
Relizane,2021/7/12,31.7,28.44
Relizane,2021/7/13,27.35,37.88
Relizane,2021/7/14,27.45,41.69
Relizane,2021/7/15,27.81,42.88
Relizane,2021/7/16,28.34,42.81
Relizane,2021/7/17,30.51,31.69
Relizane,2021/7/18,28.25,40.94
Relizane,2021/7/19,28.17,38.81
Relizane,2021/7/20,29.26,43.94
Relizane,2021/7/21,31.97,31.69
Relizane,2021/7/22,31.26,39.44
Relizane,2021/7/23,34.39,25.38
Relizane,2021/7/24,35.3,20.0
Relizane,2021/7/25,31.2,23.75
Relizane,2021/7/26,27.43,41.31
Relizane,2021/7/27,28.51,50.81
Relizane,2021/7/28,30.1,44.88
Relizane,2021/7/29,31.08,47.25
Relizane,2021/7/30,35.47,26.75
Relizane,2021/7/31,31.23,27.56
